-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
다시밥,종합분식,서울 서대문구 통일로39길 43 1층 다시 밥,음식이 맛있어요,재료가 신선해요,친절해요,특별한 메뉴가 있어요,혼밥하기 좋아요
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
더 플라자 호텔 서울,5성급,서울 중구 소공로 119,친절해요,깨끗해요,뷰가 좋아요,침구가 좋아요,호캉스하기 좋아요
포시즌스 호텔 서울,5성급,서울 종로구 새문안로 97,친절해요,깨끗해요,인테리어가 멋져요,호캉스하기 좋아요,침구가 좋아요
라이즈오토그래프컬렉션,4성급,서울 마포구 양화로 130,친절해요,침구가 좋아요,인테리어가 멋져요,호캉스하기 좋아요,깨끗해요
코트야드 메리어트 서울 남대문,4성급,서울 중구 남대문로 9 코트야드 메리어트 서울 남대문 호텔,친절해요,호캉스하기 좋아요,침구가 좋아요,깨끗해요,조식이 맛있어요
레스케이프 호텔,4성급,서울 중구 퇴계로 67,인테리어가 멋져요,친절해요,호캉스하기 좋아요,침구가 좋아요,사진이 잘 나와요
UH Suite The Seoul,기타숙박업,"서울 중구 만리재로 211 2,3,4,9,10층",뷰가 좋아요,깨끗해요,인테리어가 멋져요,친절해요,사진이 잘 나와요
소테츠호텔즈 더 스프라지르 서울 명동,4성급,서울 중구 남대문로5길 15,침구가 좋아요,깨끗해요,친절해요,대중교통이 편해요,조식이 맛있어요
L7 홍대,4성급,서울 마포구 양화로 141,침구가 좋아요,친절해요,대중교통이 편해요,깨끗해요,호캉스하기 좋아요
포포인츠 바이 쉐라톤 조선 서울역,4성급,서울 용산구 한강대로 366 포포인츠바이쉐라톤조선 서울역,친절해요,깨끗해요,침구가 좋아요,대중교통이 편해요,조용히 쉬기 좋아요
코리아나 호텔,4성급,서울 중구 세종대로 135 코리아나호텔,친절해요,깨끗해요,대중교통이 편해요,침구가 좋아요,조용히 쉬기 좋아요
라마다호텔앤스위트서울남대문,3급,서울 중구 칠패로 27 라마다 호텔앤스위트 남대문,친절해요,조용히 쉬기 좋아요,침구가 좋아요,깨끗해요,냉난방이 잘돼요
아만티 호텔 서울,4성급,서울 마포구 월드컵북로 31,주차하기 편해요,친절해요,깨끗해요,조용히 쉬기 좋아요,침구가 좋아요
홀리데이인 익스프레스 서울홍대,3성급,서울 마포구 양화로 188 애경타워 숙박시설동,친절해요,깨끗해요,뷰가 좋아요,조식이 맛있어요,침구가 좋아요
프레이저 플레이스 센트럴,4성급,서울 중구 통일로 78 프레이저 플레이스 센트럴,친절해요,깨끗해요,조용히 쉬기 좋아요,호캉스하기 좋아요,침구가 좋아요
홍대 준 게스트하우스,게스트하우스,서울 마포구 와우산로29나길 24-3,깨끗해요,조용히 쉬기 좋아요,침구가 좋아요,냉난방이 잘돼요,화장실이 잘 되어있어요
-,-,-,-,-,-,-,-
UH Suite Seoul Square,기타숙박업,"서울 중구 남대문로1길 43 2, 3, 4, 5층",인테리어가 멋져요,깨끗해요,친절해요,침구가 좋아요,사진이 잘 나와요
ZIBRO S 게스트하우스,게스트하우스,서울 마포구 와우산로10길 14,대중교통이 편해요,조용히 쉬기 좋아요,깨끗해요,냉난방이 잘돼요,침구가 좋아요
호텔더디자이너스 서울역점,2성급,서울 용산구 한강대로 305,깨끗해요,친절해요,조용히 쉬기 좋아요,대중교통이 편해요,침구가 좋아요
CS AVENUE호텔,2성급,서울 은평구 통일로 585-1,침구가 좋아요,친절해요,깨끗해요,조용히 쉬기 좋아요,뷰가 좋아요
서울큐브이화,게스트하우스,서울 마포구 대흥로30길 18-10 서울큐브이화,깨끗해요,조용히 쉬기 좋아요,대중교통이 편해요,침구가 좋아요,화장실이 잘 되어있어요
-,-,-,-,-,-,-,-
호텔 더 디자이너스 홍대,2성급,서울 마포구 양화로 86 호텔 더 디자이너스 홍대,깨끗해요,친절해요,침구가 좋아요,뷰가 좋아요,호캉스하기 좋아요
